Rewards_1,Rewards_2,Rewards_3,Rewards_4,Rewards_5,Rewards_6,Rewards_7,Rewards_8,Rewards_9,Rewards_10
-68.0,-88.0,-92.0,-93.0,-90.0,-94.0,-81.0,-75.0,-108.0,-78.0
-104.0,-96.0,-85.0,-115.0,-117.0,-93.0,-78.0,-104.0,-117.0,-92.0
-85.0,-63.0,-76.0,-109.0,-121.0,-80.0,-103.0,-97.0,-114.0,-152.0
-110.0,-82.0,-91.0,-453.0,-119.0,-121.0,-63.0,-111.0,-129.0,-102.0
-97.0,-105.0,-110.0,-118.0,-75.0,-87.0,-86.0,-83.0,-128.0,-94.0
-87.0,-82.0,-105.0,-80.0,-81.0,-84.0,-95.0,-111.0,-129.0,-61.0
-113.0,-138.0,-78.0,-133.0,-99.0,-110.0,-80.0,-93.0,-95.0,-70.0
-84.0,-106.0,-76.0,-143.0,-83.0,-85.0,-94.0,-96.0,-131.0,-77.0
-121.0,-97.0,-101.0,-132.0,-95.0,-97.0,-149.0,-105.0,-117.0,-97.0
-90.0,-102.0,-121.0,-74.0,-100.0,-78.0,-98.0,-96.0,-129.0,-101.0
-116.0,-100.0,-68.0,-104.0,-82.0,-79.0,-79.0,-95.0,-198.0,-90.0
-94.0,-108.0,-77.0,-105.0,-108.0,-82.0,-99.0,-99.0,-165.0,-84.0
-112.0,-81.0,-108.0,-112.0,-103.0,-90.0,-78.0,-93.0,-133.0,-185.0
-99.0,-81.0,-81.0,-106.0,-67.0,-97.0,-79.0,-83.0,-207.0,-78.0
-135.0,-86.0,-90.0,-94.0,-93.0,-78.0,-62.0,-77.0,-114.0,-82.0
-118.0,-81.0,-73.0,-89.0,-96.0,-79.0,-76.0,-70.0,-134.0,-105.0
-97.0,-90.0,-121.0,-105.0,-126.0,-91.0,-90.0,-97.0,-112.0,-81.0
-144.0,-83.0,-69.0,-97.0,-119.0,-114.0,-71.0,-87.0,-102.0,-84.0
-117.0,-71.0,-115.0,-86.0,-76.0,-95.0,-91.0,-82.0,-99.0,-73.0
-116.0,-93.0,-88.0,-101.0,-88.0,-76.0,-85.0,-118.0,-123.0,-105.0
-79.0,-100.0,-84.0,-134.0,-77.0,-78.0,-193.0,-83.0,-125.0,-114.0
-91.0,-92.0,-93.0,-100.0,-85.0,-81.0,-102.0,-104.0,-74.0,-88.0
-82.0,-90.0,-102.0,-137.0,-82.0,-190.0,-87.0,-115.0,-81.0,-87.0
-84.0,-71.0,-85.0,-96.0,-91.0,-68.0,-61.0,-92.0,-125.0,-108.0
-72.0,-86.0,-111.0,-104.0,-148.0,-99.0,-104.0,-86.0,-80.0,-77.0
-91.0,-99.0,-86.0,-89.0,-74.0,-82.0,-97.0,-70.0,-99.0,-78.0
-93.0,-81.0,-84.0,-93.0,-470.0,-80.0,-105.0,-104.0,-78.0,-75.0
-91.0,-96.0,-84.0,-94.0,-99.0,-74.0,-90.0,-81.0,-85.0,-93.0
-73.0,-75.0,-83.0,-92.0,-111.0,-100.0,-73.0,-69.0,-124.0,-133.0
-72.0,-104.0,-61.0,-107.0,-98.0,-83.0,-86.0,-94.0,-101.0,-101.0
-76.0,-77.0,-101.0,-138.0,-91.0,-105.0,-76.0,-82.0,-83.0,-81.0
-76.0,-88.0,-78.0,-98.0,-82.0,-69.0,-91.0,-71.0,-101.0,-92.0
-86.0,-111.0,-260.0,-113.0,-391.0,-103.0,-93.0,-81.0,-98.0,-84.0
-86.0,-121.0,-77.0,-500.0,-102.0,-96.0,-74.0,-102.0,-138.0,-103.0
-87.0,-79.0,-108.0,-104.0,-70.0,-91.0,-82.0,-105.0,-83.0,-118.0
-81.0,-115.0,-84.0,-107.0,-88.0,-91.0,-86.0,-97.0,-144.0,-99.0
-70.0,-81.0,-94.0,-74.0,-97.0,-96.0,-97.0,-94.0,-97.0,-80.0
-90.0,-102.0,-61.0,-86.0,-130.0,-80.0,-126.0,-75.0,-88.0,-77.0
-92.0,-112.0,-82.0,-87.0,-197.0,-84.0,-109.0,-108.0,-82.0,-71.0
-94.0,-70.0,-83.0,-79.0,-82.0,-64.0,-83.0,-130.0,-90.0,-76.0
-99.0,-81.0,-77.0,-80.0,-63.0,-111.0,-156.0,-76.0,-125.0,-92.0
-85.0,-85.0,-83.0,-109.0,-95.0,-92.0,-67.0,-78.0,-90.0,-61.0
-69.0,-99.0,-83.0,-100.0,-106.0,-85.0,-89.0,-88.0,-104.0,-85.0
-97.0,-131.0,-104.0,-85.0,-81.0,-81.0,-70.0,-101.0,-109.0,-102.0
-98.0,-134.0,-95.0,-87.0,-132.0,-81.0,-62.0,-125.0,-93.0,-111.0
-94.0,-87.0,-102.0,-109.0,-88.0,-75.0,-100.0,-84.0,-91.0,-92.0
-80.0,-96.0,-89.0,-110.0,-109.0,-79.0,-90.0,-149.0,-75.0,-70.0
-89.0,-85.0,-75.0,-82.0,-91.0,-107.0,-78.0,-69.0,-83.0,-70.0
-63.0,-97.0,-70.0,-78.0,-74.0,-84.0,-87.0,-91.0,-122.0,-89.0
-95.0,-79.0,-80.0,-78.0,-102.0,-102.0,-74.0,-94.0,-95.0,-96.0
-108.0,-86.0,-95.0,-95.0,-71.0,-86.0,-78.0,-83.0,-82.0,-77.0
-89.0,-69.0,-120.0,-103.0,-84.0,-91.0,-78.0,-91.0,-87.0,-74.0
-151.0,-96.0,-81.0,-500.0,-87.0,-83.0,-76.0,-86.0,-87.0,-86.0
-88.0,-75.0,-93.0,-77.0,-104.0,-103.0,-94.0,-81.0,-100.0,-101.0
-76.0,-107.0,-78.0,-94.0,-82.0,-141.0,-89.0,-119.0,-75.0,-106.0
-97.0,-86.0,-85.0,-500.0,-79.0,-88.0,-88.0,-85.0,-122.0,-62.0
-82.0,-87.0,-74.0,-122.0,-72.0,-91.0,-76.0,-100.0,-102.0,-106.0
-74.0,-104.0,-91.0,-117.0,-87.0,-84.0,-67.0,-87.0,-88.0,-99.0
-82.0,-78.0,-100.0,-96.0,-88.0,-71.0,-99.0,-89.0,-100.0,-111.0
-79.0,-84.0,-71.0,-102.0,-71.0,-145.0,-84.0,-76.0,-83.0,-111.0
-85.0,-80.0,-108.0,-231.0,-157.0,-122.0,-64.0,-115.0,-71.0,-96.0
-99.0,-88.0,-93.0,-97.0,-80.0,-88.0,-87.0,-80.0,-114.0,-100.0
-75.0,-120.0,-98.0,-87.0,-84.0,-140.0,-63.0,-107.0,-102.0,-81.0
-92.0,-69.0,-99.0,-85.0,-89.0,-85.0,-86.0,-87.0,-97.0,-67.0
-79.0,-71.0,-74.0,-76.0,-87.0,-62.0,-68.0,-97.0,-79.0,-70.0
-79.0,-77.0,-85.0,-77.0,-70.0,-92.0,-84.0,-97.0,-93.0,-82.0
-75.0,-84.0,-81.0,-86.0,-91.0,-87.0,-71.0,-99.0,-84.0,-62.0
-75.0,-102.0,-93.0,-98.0,-62.0,-103.0,-70.0,-132.0,-63.0,-136.0
-363.0,-105.0,-108.0,-102.0,-76.0,-128.0,-71.0,-83.0,-77.0,-93.0
-82.0,-100.0,-79.0,-83.0,-98.0,-96.0,-74.0,-113.0,-94.0,-93.0
-89.0,-117.0,-99.0,-86.0,-72.0,-112.0,-76.0,-112.0,-67.0,-106.0
-100.0,-95.0,-90.0,-91.0,-72.0,-84.0,-99.0,-62.0,-142.0,-83.0
-99.0,-76.0,-100.0,-73.0,-84.0,-87.0,-107.0,-100.0,-75.0,-91.0
-239.0,-72.0,-111.0,-85.0,-63.0,-102.0,-76.0,-74.0,-72.0,-78.0
-86.0,-73.0,-70.0,-115.0,-86.0,-97.0,-86.0,-97.0,-102.0,-84.0
-91.0,-98.0,-62.0,-78.0,-67.0,-86.0,-73.0,-96.0,-129.0,-82.0
-117.0,-74.0,-69.0,-100.0,-98.0,-91.0,-71.0,-98.0,-98.0,-75.0
-148.0,-82.0,-69.0,-116.0,-102.0,-86.0,-93.0,-94.0,-80.0,-96.0
-94.0,-79.0,-81.0,-83.0,-72.0,-89.0,-62.0,-105.0,-108.0,-106.0
-91.0,-92.0,-61.0,-87.0,-98.0,-89.0,-82.0,-81.0,-99.0,-71.0
-97.0,-83.0,-71.0,-91.0,-75.0,-87.0,-85.0,-90.0,-77.0,-87.0
-92.0,-91.0,-90.0,-97.0,-69.0,-94.0,-79.0,-82.0,-100.0,-95.0
-93.0,-105.0,-80.0,-71.0,-99.0,-76.0,-111.0,-104.0,-84.0,-84.0
-110.0,-100.0,-108.0,-79.0,-106.0,-141.0,-64.0,-76.0,-100.0,-101.0
-120.0,-74.0,-90.0,-79.0,-145.0,-87.0,-74.0,-107.0,-67.0,-80.0
